Pokemon, Number, height, weight, HP, Attack, Defense, Sp. Atk, Sp. Def, Speed, total, Sprite
Espeon,196,0.9,26.5,65,65,60,130,95,110,525,https://play.pokemonshowdown.com/sprites/gen5/espeon.png
Umbreon,197,1,27,95,65,110,60,130,65,525,https://play.pokemonshowdown.com/sprites/gen5/umbreon.png
Murkrow,198,0.5,2.1,60,85,42,85,42,91,405,https://play.pokemonshowdown.com/sprites/gen5/murkrow.png
Slowking,199,2,79.5,95,75,80,100,110,30,490,https://play.pokemonshowdown.com/sprites/gen5/slowking.png
Slowking-Galar,199,1.8,79.5,95,65,80,110,110,30,490,https://play.pokemonshowdown.com/sprites/gen5/slowking-galar.png
Misdreavus,200,0.7,1,60,60,60,85,85,85,435,https://play.pokemonshowdown.com/sprites/gen5/misdreavus.png
Unown,201,0.5,5,48,72,48,72,48,48,336,https://play.pokemonshowdown.com/sprites/gen5/unown.png
Wobbuffet,202,1.3,28.5,190,33,58,33,58,33,405,https://play.pokemonshowdown.com/sprites/gen5/wobbuffet.png
Girafarig,203,1.5,41.5,70,80,65,90,65,85,455,https://play.pokemonshowdown.com/sprites/gen5/girafarig.png
Pineco,204,0.6,7.2,50,65,90,35,35,15,290,https://play.pokemonshowdown.com/sprites/gen5/pineco.png
Forretress,205,1.2,125.8,75,90,140,60,60,40,465,https://play.pokemonshowdown.com/sprites/gen5/forretress.png
Dunsparce,206,1.5,14,100,70,70,65,65,45,415,https://play.pokemonshowdown.com/sprites/gen5/dunsparce.png
Gligar,207,1.1,64.8,65,75,105,35,65,85,430,https://play.pokemonshowdown.com/sprites/gen5/gligar.png
Steelix,208,9.2,400,75,85,200,55,65,30,510,https://play.pokemonshowdown.com/sprites/gen5/steelix.png
Snubbull,209,0.6,7.8,60,80,50,40,40,30,300,https://play.pokemonshowdown.com/sprites/gen5/snubbull.png
Granbull,210,1.4,48.7,90,120,75,60,60,45,450,https://play.pokemonshowdown.com/sprites/gen5/granbull.png
Qwilfish,211,0.5,3.9,65,95,85,55,55,85,440,https://play.pokemonshowdown.com/sprites/gen5/qwilfish.png
Qwilfish-Hisui,211,0.5,3.9,65,95,85,55,55,85,440,https://play.pokemonshowdown.com/sprites/gen5/qwilfish-hisui.png
Scizor,212,1.8,118,70,130,100,55,80,65,500,https://play.pokemonshowdown.com/sprites/gen5/scizor.png
Shuckle,213,0.6,20.5,20,10,230,10,230,5,505,https://play.pokemonshowdown.com/sprites/gen5/shuckle.png
Heracross,214,1.5,54,80,125,75,40,95,85,500,https://play.pokemonshowdown.com/sprites/gen5/heracross.png
Sneasel,215,0.9,28,55,95,55,35,75,115,430,https://play.pokemonshowdown.com/sprites/gen5/sneasel.png
Sneasel-Hisui,215,0.9,27,55,95,55,35,75,115,430,https://play.pokemonshowdown.com/sprites/gen5/sneasel-hisui.png
Teddiursa,216,0.6,8.8,60,80,50,50,50,40,330,https://play.pokemonshowdown.com/sprites/gen5/teddiursa.png
Ursaring,217,1.8,125.8,90,130,75,75,75,55,500,https://play.pokemonshowdown.com/sprites/gen5/ursaring.png
Slugma,218,0.7,35,40,40,40,70,40,20,250,https://play.pokemonshowdown.com/sprites/gen5/slugma.png
Magcargo,219,0.8,55,60,50,120,90,80,30,430,https://play.pokemonshowdown.com/sprites/gen5/magcargo.png
Swinub,220,0.4,6.5,50,50,40,30,30,50,250,https://play.pokemonshowdown.com/sprites/gen5/swinub.png
Piloswine,221,1.1,55.8,100,100,80,60,60,50,450,https://play.pokemonshowdown.com/sprites/gen5/piloswine.png
Corsola,222,0.6,5,65,55,95,65,95,35,410,https://play.pokemonshowdown.com/sprites/gen5/corsola.png
Corsola-Galar,222,0.6,0.5,60,55,100,65,100,30,410,https://play.pokemonshowdown.com/sprites/gen5/corsola-galar.png
Remoraid,223,0.6,12,35,65,35,65,35,65,300,https://play.pokemonshowdown.com/sprites/gen5/remoraid.png
Octillery,224,0.9,28.5,75,105,75,105,75,45,480,https://play.pokemonshowdown.com/sprites/gen5/octillery.png
Delibird,225,0.9,16,45,55,45,65,45,75,330,https://play.pokemonshowdown.com/sprites/gen5/delibird.png
Mantine,226,2.1,220,85,40,70,80,140,70,485,https://play.pokemonshowdown.com/sprites/gen5/mantine.png
Skarmory,227,1.7,50.5,65,80,140,40,70,70,465,https://play.pokemonshowdown.com/sprites/gen5/skarmory.png
Houndour,228,0.6,10.8,45,60,30,80,50,65,330,https://play.pokemonshowdown.com/sprites/gen5/houndour.png
Houndoom,229,1.4,35,75,90,50,110,80,95,500,https://play.pokemonshowdown.com/sprites/gen5/houndoom.png
Kingdra,230,1.8,152,75,95,95,95,95,85,540,https://play.pokemonshowdown.com/sprites/gen5/kingdra.png
Phanpy,231,0.5,33.5,90,60,60,40,40,40,330,https://play.pokemonshowdown.com/sprites/gen5/phanpy.png
Donphan,232,1.1,120,90,120,120,60,60,50,500,https://play.pokemonshowdown.com/sprites/gen5/donphan.png
Porygon2,233,0.6,32.5,85,80,90,105,95,60,515,https://play.pokemonshowdown.com/sprites/gen5/porygon2.png
Stantler,234,1.4,71.2,73,95,62,85,65,85,465,https://play.pokemonshowdown.com/sprites/gen5/stantler.png
Smeargle,235,1.2,58,55,20,35,20,45,75,250,https://play.pokemonshowdown.com/sprites/gen5/smeargle.png
Tyrogue,236,0.7,21,35,35,35,35,35,35,210,https://play.pokemonshowdown.com/sprites/gen5/tyrogue.png
Hitmontop,237,1.4,48,50,95,95,35,110,70,455,https://play.pokemonshowdown.com/sprites/gen5/hitmontop.png
Smoochum,238,0.4,6,45,30,15,85,65,65,305,https://play.pokemonshowdown.com/sprites/gen5/smoochum.png
Elekid,239,0.6,23.5,45,63,37,65,55,95,360,https://play.pokemonshowdown.com/sprites/gen5/elekid.png
Magby,240,0.7,21.4,45,75,37,70,55,83,365,https://play.pokemonshowdown.com/sprites/gen5/magby.png
Miltank,241,1.2,75.5,95,80,105,40,70,100,490,https://play.pokemonshowdown.com/sprites/gen5/miltank.png
Blissey,242,1.5,46.8,255,10,10,75,135,55,540,https://play.pokemonshowdown.com/sprites/gen5/blissey.png
Raikou,243,1.9,178,90,85,75,115,100,115,580,https://play.pokemonshowdown.com/sprites/gen5/raikou.png
Entei,244,2.1,198,115,115,85,90,75,100,580,https://play.pokemonshowdown.com/sprites/gen5/entei.png
Suicune,245,2,187,100,75,115,90,115,85,580,https://play.pokemonshowdown.com/sprites/gen5/suicune.png
Larvitar,246,0.6,72,50,64,50,45,50,41,300,https://play.pokemonshowdown.com/sprites/gen5/larvitar.png
Pupitar,247,1.2,152,70,84,70,65,70,51,410,https://play.pokemonshowdown.com/sprites/gen5/pupitar.png
Tyranitar,248,2,202,100,134,110,95,100,61,600,https://play.pokemonshowdown.com/sprites/gen5/tyranitar.png
Lugia,249,5.2,216,106,90,130,90,154,110,680,https://play.pokemonshowdown.com/sprites/gen5/lugia.png
Ho-Oh,250,3.8,199,106,130,90,110,154,90,680,https://play.pokemonshowdown.com/sprites/gen5/hooh.png
Celebi,251,0.6,5,100,100,100,100,100,100,600,https://play.pokemonshowdown.com/sprites/gen5/celebi.png
Treecko,252,0.5,5,40,45,35,65,55,70,310,https://play.pokemonshowdown.com/sprites/gen5/treecko.png
Grovyle,253,0.9,21.6,50,65,45,85,65,95,405,https://play.pokemonshowdown.com/sprites/gen5/grovyle.png
Sceptile,254,1.7,52.2,70,85,65,105,85,120,530,https://play.pokemonshowdown.com/sprites/gen5/sceptile.png
Torchic,255,0.4,2.5,45,60,40,70,50,45,310,https://play.pokemonshowdown.com/sprites/gen5/torchic.png
Combusken,256,0.9,19.5,60,85,60,85,60,55,405,https://play.pokemonshowdown.com/sprites/gen5/combusken.png
Blaziken,257,1.9,52,80,120,70,110,70,80,530,https://play.pokemonshowdown.com/sprites/gen5/blaziken.png
Mudkip,258,0.4,7.6,50,70,50,50,50,40,310,https://play.pokemonshowdown.com/sprites/gen5/mudkip.png
Marshtomp,259,0.7,28,70,85,70,60,70,50,405,https://play.pokemonshowdown.com/sprites/gen5/marshtomp.png
Swampert,260,1.5,81.9,100,110,90,85,90,60,535,https://play.pokemonshowdown.com/sprites/gen5/swampert.png
Poochyena,261,0.5,13.6,35,55,35,30,30,35,220,https://play.pokemonshowdown.com/sprites/gen5/poochyena.png
Mightyena,262,1,37,70,90,70,60,60,70,420,https://play.pokemonshowdown.com/sprites/gen5/mightyena.png
Zigzagoon,263,0.4,17.5,38,30,41,30,41,60,240,https://play.pokemonshowdown.com/sprites/gen5/zigzagoon.png
Zigzagoon-Galar,263,0.4,17.5,38,30,41,30,41,60,240,https://play.pokemonshowdown.com/sprites/gen5/zigzagoon-galar.png
Linoone,264,0.5,32.5,78,70,61,50,61,100,420,https://play.pokemonshowdown.com/sprites/gen5/linoone.png
Linoone-Galar,264,0.5,32.5,78,70,61,50,61,100,420,https://play.pokemonshowdown.com/sprites/gen5/linoone-galar.png
Wurmple,265,0.3,3.6,45,45,35,20,30,20,195,https://play.pokemonshowdown.com/sprites/gen5/wurmple.png
Silcoon,266,0.6,10,50,35,55,25,25,15,205,https://play.pokemonshowdown.com/sprites/gen5/silcoon.png
Beautifly,267,1,28.4,60,70,50,100,50,65,395,https://play.pokemonshowdown.com/sprites/gen5/beautifly.png
Cascoon,268,0.7,11.5,50,35,55,25,25,15,205,https://play.pokemonshowdown.com/sprites/gen5/cascoon.png
Dustox,269,1.2,31.6,60,50,70,50,90,65,385,https://play.pokemonshowdown.com/sprites/gen5/dustox.png
Lotad,270,0.5,2.6,40,30,30,40,50,30,220,https://play.pokemonshowdown.com/sprites/gen5/lotad.png
Lombre,271,1.2,32.5,60,50,50,60,70,50,340,https://play.pokemonshowdown.com/sprites/gen5/lombre.png
Ludicolo,272,1.5,55,80,70,70,90,100,70,480,https://play.pokemonshowdown.com/sprites/gen5/ludicolo.png
Seedot,273,0.5,4,40,40,50,30,30,30,220,https://play.pokemonshowdown.com/sprites/gen5/seedot.png
Nuzleaf,274,1,28,70,70,40,60,40,60,340,https://play.pokemonshowdown.com/sprites/gen5/nuzleaf.png
Shiftry,275,1.3,59.6,90,100,60,90,60,80,480,https://play.pokemonshowdown.com/sprites/gen5/shiftry.png
Taillow,276,0.3,2.3,40,55,30,30,30,85,270,https://play.pokemonshowdown.com/sprites/gen5/taillow.png
Swellow,277,0.7,19.8,60,85,60,75,50,125,455,https://play.pokemonshowdown.com/sprites/gen5/swellow.png
Wingull,278,0.6,9.5,40,30,30,55,30,85,270,https://play.pokemonshowdown.com/sprites/gen5/wingull.png
Pelipper,279,1.2,28,60,50,100,95,70,65,440,https://play.pokemonshowdown.com/sprites/gen5/pelipper.png
Ralts,280,0.4,6.6,28,25,25,45,35,40,198,https://play.pokemonshowdown.com/sprites/gen5/ralts.png
Kirlia,281,0.8,20.2,38,35,35,65,55,50,278,https://play.pokemonshowdown.com/sprites/gen5/kirlia.png
Gardevoir,282,1.6,48.4,68,65,65,125,115,80,518,https://play.pokemonshowdown.com/sprites/gen5/gardevoir.png
Surskit,283,0.5,1.7,40,30,32,50,52,65,269,https://play.pokemonshowdown.com/sprites/gen5/surskit.png
Masquerain,284,0.8,3.6,70,60,62,100,82,80,454,https://play.pokemonshowdown.com/sprites/gen5/masquerain.png
Shroomish,285,0.4,4.5,60,40,60,40,60,35,295,https://play.pokemonshowdown.com/sprites/gen5/shroomish.png
Breloom,286,1.2,39.2,60,130,80,60,60,70,460,https://play.pokemonshowdown.com/sprites/gen5/breloom.png
Slakoth,287,0.8,24,60,60,60,35,35,30,280,https://play.pokemonshowdown.com/sprites/gen5/slakoth.png
Vigoroth,288,1.4,46.5,80,80,80,55,55,90,440,https://play.pokemonshowdown.com/sprites/gen5/vigoroth.png
Slaking,289,2,130.5,150,160,100,95,65,100,670,https://play.pokemonshowdown.com/sprites/gen5/slaking.png
Nincada,290,0.5,5.5,31,45,90,30,30,40,266,https://play.pokemonshowdown.com/sprites/gen5/nincada.png
Ninjask,291,0.8,12,61,90,45,50,50,160,456,https://play.pokemonshowdown.com/sprites/gen5/ninjask.png
Shedinja,292,0.8,1.2,1,90,45,30,30,40,236,https://play.pokemonshowdown.com/sprites/gen5/shedinja.png
Whismur,293,0.6,16.3,64,51,23,51,23,28,240,https://play.pokemonshowdown.com/sprites/gen5/whismur.png
Loudred,294,1,40.5,84,71,43,71,43,48,360,https://play.pokemonshowdown.com/sprites/gen5/loudred.png
Exploud,295,1.5,84,104,91,63,91,73,68,490,https://play.pokemonshowdown.com/sprites/gen5/exploud.png
Makuhita,296,1,86.4,72,60,30,20,30,25,237,https://play.pokemonshowdown.com/sprites/gen5/makuhita.png
Hariyama,297,2.3,253.8,144,120,60,40,60,50,474,https://play.pokemonshowdown.com/sprites/gen5/hariyama.png
Azurill,298,0.2,2,50,20,40,20,40,20,190,https://play.pokemonshowdown.com/sprites/gen5/azurill.png
Nosepass,299,1,97,30,45,135,45,90,30,375,https://play.pokemonshowdown.com/sprites/gen5/nosepass.png
Skitty,300,0.6,11,50,45,45,35,35,50,260,https://play.pokemonshowdown.com/sprites/gen5/skitty.png
Delcatty,301,1.1,32.6,70,65,65,55,55,90,400,https://play.pokemonshowdown.com/sprites/gen5/delcatty.png
Sableye,302,0.5,11,50,75,75,65,65,50,380,https://play.pokemonshowdown.com/sprites/gen5/sableye.png
Mawile,303,0.6,11.5,50,85,85,55,55,50,380,https://play.pokemonshowdown.com/sprites/gen5/mawile.png
Aron,304,0.4,60,50,70,100,40,40,30,330,https://play.pokemonshowdown.com/sprites/gen5/aron.png
Lairon,305,0.9,120,60,90,140,50,50,40,430,https://play.pokemonshowdown.com/sprites/gen5/lairon.png
Aggron,306,2.1,360,70,110,180,60,60,50,530,https://play.pokemonshowdown.com/sprites/gen5/aggron.png
Meditite,307,0.6,11.2,30,40,55,40,55,60,280,https://play.pokemonshowdown.com/sprites/gen5/meditite.png
Medicham,308,1.3,31.5,60,60,75,60,75,80,410,https://play.pokemonshowdown.com/sprites/gen5/medicham.png
Electrike,309,0.6,15.2,40,45,40,65,40,65,295,https://play.pokemonshowdown.com/sprites/gen5/electrike.png
Manectric,310,1.5,40.2,70,75,60,105,60,105,475,https://play.pokemonshowdown.com/sprites/gen5/manectric.png
Plusle,311,0.4,4.2,60,50,40,85,75,95,405,https://play.pokemonshowdown.com/sprites/gen5/plusle.png
Minun,312,0.4,4.2,60,40,50,75,85,95,405,https://play.pokemonshowdown.com/sprites/gen5/minun.png
Volbeat,313,0.7,17.7,65,73,75,47,85,85,430,https://play.pokemonshowdown.com/sprites/gen5/volbeat.png
Illumise,314,0.6,17.7,65,47,75,73,85,85,430,https://play.pokemonshowdown.com/sprites/gen5/illumise.png
Roselia,315,0.3,2,50,60,45,100,80,65,400,https://play.pokemonshowdown.com/sprites/gen5/roselia.png
Gulpin,316,0.4,10.3,70,43,53,43,53,40,302,https://play.pokemonshowdown.com/sprites/gen5/gulpin.png
Swalot,317,1.7,80,100,73,83,73,83,55,467,https://play.pokemonshowdown.com/sprites/gen5/swalot.png
Carvanha,318,0.8,20.8,45,90,20,65,20,65,305,https://play.pokemonshowdown.com/sprites/gen5/carvanha.png
Sharpedo,319,1.8,88.8,70,120,40,95,40,95,460,https://play.pokemonshowdown.com/sprites/gen5/sharpedo.png
Wailmer,320,2,130,130,70,35,70,35,60,400,https://play.pokemonshowdown.com/sprites/gen5/wailmer.png
Wailord,321,14.5,398,170,90,45,90,45,60,500,https://play.pokemonshowdown.com/sprites/gen5/wailord.png
Numel,322,0.7,24,60,60,40,65,45,35,305,https://play.pokemonshowdown.com/sprites/gen5/numel.png
Camerupt,323,1.9,220,70,100,70,105,75,40,460,https://play.pokemonshowdown.com/sprites/gen5/camerupt.png
Torkoal,324,0.5,80.4,70,85,140,85,70,20,470,https://play.pokemonshowdown.com/sprites/gen5/torkoal.png
Spoink,325,0.7,30.6,60,25,35,70,80,60,330,https://play.pokemonshowdown.com/sprites/gen5/spoink.png
Grumpig,326,0.9,71.5,80,45,65,90,110,80,470,https://play.pokemonshowdown.com/sprites/gen5/grumpig.png
Spinda,327,1.1,5,60,60,60,60,60,60,360,https://play.pokemonshowdown.com/sprites/gen5/spinda.png
Trapinch,328,0.7,15,45,100,45,45,45,10,290,https://play.pokemonshowdown.com/sprites/gen5/trapinch.png
Vibrava,329,1.1,15.3,50,70,50,50,50,70,340,https://play.pokemonshowdown.com/sprites/gen5/vibrava.png
Flygon,330,2,82,80,100,80,80,80,100,520,https://play.pokemonshowdown.com/sprites/gen5/flygon.png
Cacnea,331,0.4,51.3,50,85,40,85,40,35,335,https://play.pokemonshowdown.com/sprites/gen5/cacnea.png
Cacturne,332,1.3,77.4,70,115,60,115,60,55,475,https://play.pokemonshowdown.com/sprites/gen5/cacturne.png
Swablu,333,0.4,1.2,45,40,60,40,75,50,310,https://play.pokemonshowdown.com/sprites/gen5/swablu.png
Altaria,334,1.1,20.6,75,70,90,70,105,80,490,https://play.pokemonshowdown.com/sprites/gen5/altaria.png
Zangoose,335,1.3,40.3,73,115,60,60,60,90,458,https://play.pokemonshowdown.com/sprites/gen5/zangoose.png
Seviper,336,2.7,52.5,73,100,60,100,60,65,458,https://play.pokemonshowdown.com/sprites/gen5/seviper.png
Lunatone,337,1,168,90,55,65,95,85,70,460,https://play.pokemonshowdown.com/sprites/gen5/lunatone.png
Solrock,338,1.2,154,90,95,85,55,65,70,460,https://play.pokemonshowdown.com/sprites/gen5/solrock.png
Barboach,339,0.4,1.9,50,48,43,46,41,60,288,https://play.pokemonshowdown.com/sprites/gen5/barboach.png
Whiscash,340,0.9,23.6,110,78,73,76,71,60,468,https://play.pokemonshowdown.com/sprites/gen5/whiscash.png
Corphish,341,0.6,11.5,43,80,65,50,35,35,308,https://play.pokemonshowdown.com/sprites/gen5/corphish.png
Crawdaunt,342,1.1,32.8,63,120,85,90,55,55,468,https://play.pokemonshowdown.com/sprites/gen5/crawdaunt.png
Baltoy,343,0.5,21.5,40,40,55,40,70,55,300,https://play.pokemonshowdown.com/sprites/gen5/baltoy.png
Claydol,344,1.5,108,60,70,105,70,120,75,500,https://play.pokemonshowdown.com/sprites/gen5/claydol.png
Lileep,345,1,23.8,66,41,77,61,87,23,355,https://play.pokemonshowdown.com/sprites/gen5/lileep.png
Cradily,346,1.5,60.4,86,81,97,81,107,43,495,https://play.pokemonshowdown.com/sprites/gen5/cradily.png
Anorith,347,0.7,12.5,45,95,50,40,50,75,355,https://play.pokemonshowdown.com/sprites/gen5/anorith.png
Armaldo,348,1.5,68.2,75,125,100,70,80,45,495,https://play.pokemonshowdown.com/sprites/gen5/armaldo.png
Feebas,349,0.6,7.4,20,15,20,10,55,80,200,https://play.pokemonshowdown.com/sprites/gen5/feebas.png
Milotic,350,6.2,162,95,60,79,100,125,81,540,https://play.pokemonshowdown.com/sprites/gen5/milotic.png
Castform,351,0.3,0.8,70,70,70,70,70,70,420,https://play.pokemonshowdown.com/sprites/gen5/castform.png
Kecleon,352,1,22,60,90,70,60,120,40,440,https://play.pokemonshowdown.com/sprites/gen5/kecleon.png
Shuppet,353,0.6,2.3,44,75,35,63,33,45,295,https://play.pokemonshowdown.com/sprites/gen5/shuppet.png
Banette,354,1.1,12.5,64,115,65,83,63,65,455,https://play.pokemonshowdown.com/sprites/gen5/banette.png
Duskull,355,0.8,15,20,40,90,30,90,25,295,https://play.pokemonshowdown.com/sprites/gen5/duskull.png
Dusclops,356,1.6,30.6,40,70,130,60,130,25,455,https://play.pokemonshowdown.com/sprites/gen5/dusclops.png
Tropius,357,2,100,99,68,83,72,87,51,460,https://play.pokemonshowdown.com/sprites/gen5/tropius.png
Chimecho,358,0.6,1,75,50,80,95,90,65,455,https://play.pokemonshowdown.com/sprites/gen5/chimecho.png
Absol,359,1.2,47,65,130,60,75,60,75,465,https://play.pokemonshowdown.com/sprites/gen5/absol.png
Wynaut,360,0.6,14,95,23,48,23,48,23,260,https://play.pokemonshowdown.com/sprites/gen5/wynaut.png
Snorunt,361,0.7,16.8,50,50,50,50,50,50,300,https://play.pokemonshowdown.com/sprites/gen5/snorunt.png
Glalie,362,1.5,256.5,80,80,80,80,80,80,480,https://play.pokemonshowdown.com/sprites/gen5/glalie.png
Spheal,363,0.8,39.5,70,40,50,55,50,25,290,https://play.pokemonshowdown.com/sprites/gen5/spheal.png
Sealeo,364,1.1,87.6,90,60,70,75,70,45,410,https://play.pokemonshowdown.com/sprites/gen5/sealeo.png
Walrein,365,1.4,150.6,110,80,90,95,90,65,530,https://play.pokemonshowdown.com/sprites/gen5/walrein.png
Clamperl,366,0.4,52.5,35,64,85,74,55,32,345,https://play.pokemonshowdown.com/sprites/gen5/clamperl.png
Huntail,367,1.7,27,55,104,105,94,75,52,485,https://play.pokemonshowdown.com/sprites/gen5/huntail.png
Gorebyss,368,1.8,22.6,55,84,105,114,75,52,485,https://play.pokemonshowdown.com/sprites/gen5/gorebyss.png
Relicanth,369,1,23.4,100,90,130,45,65,55,485,https://play.pokemonshowdown.com/sprites/gen5/relicanth.png
Luvdisc,370,0.6,8.7,43,30,55,40,65,97,330,https://play.pokemonshowdown.com/sprites/gen5/luvdisc.png
Bagon,371,0.6,42.1,45,75,60,40,30,50,300,https://play.pokemonshowdown.com/sprites/gen5/bagon.png
Shelgon,372,1.1,110.5,65,95,100,60,50,50,420,https://play.pokemonshowdown.com/sprites/gen5/shelgon.png
Salamence,373,1.5,102.6,95,135,80,110,80,100,600,https://play.pokemonshowdown.com/sprites/gen5/salamence.png
Beldum,374,0.6,95.2,40,55,80,35,60,30,300,https://play.pokemonshowdown.com/sprites/gen5/beldum.png
Metang,375,1.2,202.5,60,75,100,55,80,50,420,https://play.pokemonshowdown.com/sprites/gen5/metang.png
Metagross,376,1.6,550,80,135,130,95,90,70,600,https://play.pokemonshowdown.com/sprites/gen5/metagross.png
Regirock,377,1.7,230,80,100,200,50,100,50,580,https://play.pokemonshowdown.com/sprites/gen5/regirock.png
Regice,378,1.8,175,80,50,100,100,200,50,580,https://play.pokemonshowdown.com/sprites/gen5/regice.png
Registeel,379,1.9,205,80,75,150,75,150,50,580,https://play.pokemonshowdown.com/sprites/gen5/registeel.png
Latias,380,1.4,40,80,80,90,110,130,110,600,https://play.pokemonshowdown.com/sprites/gen5/latias.png
Latios,381,2,60,80,90,80,130,110,110,600,https://play.pokemonshowdown.com/sprites/gen5/latios.png
Kyogre,382,4.5,352,100,100,90,150,140,90,670,https://play.pokemonshowdown.com/sprites/gen5/kyogre.png
Groudon,383,3.5,950,100,150,140,100,90,90,670,https://play.pokemonshowdown.com/sprites/gen5/groudon.png
Rayquaza,384,7,206.5,105,150,90,150,90,95,680,https://play.pokemonshowdown.com/sprites/gen5/rayquaza.png
Jirachi,385,0.3,1.1,100,100,100,100,100,100,600,https://play.pokemonshowdown.com/sprites/gen5/jirachi.png
Deoxys,386,1.7,60.8,50,150,50,150,50,150,600,https://play.pokemonshowdown.com/sprites/gen5/deoxys.png
Turtwig,387,0.4,10.2,55,68,64,45,55,31,318,https://play.pokemonshowdown.com/sprites/gen5/turtwig.png
Grotle,388,1.1,97,75,89,85,55,65,36,405,https://play.pokemonshowdown.com/sprites/gen5/grotle.png
Torterra,389,2.2,310,95,109,105,75,85,56,525,https://play.pokemonshowdown.com/sprites/gen5/torterra.png
Chimchar,390,0.5,6.2,44,58,44,58,44,61,309,https://play.pokemonshowdown.com/sprites/gen5/chimchar.png
Monferno,391,0.9,22,64,78,52,78,52,81,405,https://play.pokemonshowdown.com/sprites/gen5/monferno.png
Infernape,392,1.2,55,76,104,71,104,71,108,534,https://play.pokemonshowdown.com/sprites/gen5/infernape.png
Piplup,393,0.4,5.2,53,51,53,61,56,40,314,https://play.pokemonshowdown.com/sprites/gen5/piplup.png
Prinplup,394,0.8,23,64,66,68,81,76,50,405,https://play.pokemonshowdown.com/sprites/gen5/prinplup.png
Empoleon,395,1.7,84.5,84,86,88,111,101,60,530,https://play.pokemonshowdown.com/sprites/gen5/empoleon.png
Starly,396,0.3,2,40,55,30,30,30,60,245,https://play.pokemonshowdown.com/sprites/gen5/starly.png
Staravia,397,0.6,15.5,55,75,50,40,40,80,340,https://play.pokemonshowdown.com/sprites/gen5/staravia.png
Staraptor,398,1.2,24.9,85,120,70,50,60,100,485,https://play.pokemonshowdown.com/sprites/gen5/staraptor.png
Bidoof,399,0.5,20,59,45,40,35,40,31,250,https://play.pokemonshowdown.com/sprites/gen5/bidoof.png
Bibarel,400,1,31.5,79,85,60,55,60,71,410,https://play.pokemonshowdown.com/sprites/gen5/bibarel.png
Kricketot,401,0.3,2.2,37,25,41,25,41,25,194,https://play.pokemonshowdown.com/sprites/gen5/kricketot.png
Kricketune,402,1,25.5,77,85,51,55,51,65,384,https://play.pokemonshowdown.com/sprites/gen5/kricketune.png
Shinx,403,0.5,9.5,45,65,34,40,34,45,263,https://play.pokemonshowdown.com/sprites/gen5/shinx.png
Luxio,404,0.9,30.5,60,85,49,60,49,60,363,https://play.pokemonshowdown.com/sprites/gen5/luxio.png
Luxray,405,1.4,42,80,120,79,95,79,70,523,https://play.pokemonshowdown.com/sprites/gen5/luxray.png
Budew,406,0.2,1.2,40,30,35,50,70,55,280,https://play.pokemonshowdown.com/sprites/gen5/budew.png
Roserade,407,0.9,14.5,60,70,65,125,105,90,515,https://play.pokemonshowdown.com/sprites/gen5/roserade.png
Cranidos,408,0.9,31.5,67,125,40,30,30,58,350,https://play.pokemonshowdown.com/sprites/gen5/cranidos.png
Rampardos,409,1.6,102.5,97,165,60,65,50,58,495,https://play.pokemonshowdown.com/sprites/gen5/rampardos.png
Shieldon,410,0.5,57,30,42,118,42,88,30,350,https://play.pokemonshowdown.com/sprites/gen5/shieldon.png
Bastiodon,411,1.3,149.5,60,52,168,47,138,30,495,https://play.pokemonshowdown.com/sprites/gen5/bastiodon.png
Burmy,412,0.2,3.4,40,29,45,29,45,36,224,https://play.pokemonshowdown.com/sprites/gen5/burmy.png
Wormadam,413,0.5,6.5,60,59,85,79,105,36,424,https://play.pokemonshowdown.com/sprites/gen5/wormadam.png
Mothim,414,0.9,23.3,70,94,50,94,50,66,424,https://play.pokemonshowdown.com/sprites/gen5/mothim.png
Combee,415,0.3,5.5,30,30,42,30,42,70,244,https://play.pokemonshowdown.com/sprites/gen5/combee.png
Vespiquen,416,1.2,38.5,70,80,102,80,102,40,474,https://play.pokemonshowdown.com/sprites/gen5/vespiquen.png
Pachirisu,417,0.4,3.9,60,45,70,45,90,95,405,https://play.pokemonshowdown.com/sprites/gen5/pachirisu.png
Buizel,418,0.7,29.5,55,65,35,60,30,85,330,https://play.pokemonshowdown.com/sprites/gen5/buizel.png
Floatzel,419,1.1,33.5,85,105,55,85,50,115,495,https://play.pokemonshowdown.com/sprites/gen5/floatzel.png
Cherubi,420,0.4,3.3,45,35,45,62,53,35,275,https://play.pokemonshowdown.com/sprites/gen5/cherubi.png
Cherrim,421,0.5,9.3,70,60,70,87,78,85,450,https://play.pokemonshowdown.com/sprites/gen5/cherrim.png
Shellos,422,0.3,6.3,76,48,48,57,62,34,325,https://play.pokemonshowdown.com/sprites/gen5/shellos.png
Gastrodon,423,0.9,29.9,111,83,68,92,82,39,475,https://play.pokemonshowdown.com/sprites/gen5/gastrodon.png
Ambipom,424,1.2,20.3,75,100,66,60,66,115,482,https://play.pokemonshowdown.com/sprites/gen5/ambipom.png
Drifloon,425,0.4,1.2,90,50,34,60,44,70,348,https://play.pokemonshowdown.com/sprites/gen5/drifloon.png
Drifblim,426,1.2,15,150,80,44,90,54,80,498,https://play.pokemonshowdown.com/sprites/gen5/drifblim.png
Buneary,427,0.4,5.5,55,66,44,44,56,85,350,https://play.pokemonshowdown.com/sprites/gen5/buneary.png
